Price,price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,,
2024-06-07,175.51895141601562,175.9499969482422,179.4199981689453,175.7899932861328,178.4600067138672,14716300
2024-06-10,176.39779663085938,176.6300048828125,178.47000122070312,174.3800048828125,176.4499969482422,17122200
2024-06-11,177.95574951171875,178.19000244140625,178.38999938964844,175.44000244140625,177.72000122070312,14402400
2024-06-12,179.32394409179688,179.55999755859375,182.0800018310547,177.77999877929688,179.75,18600400
2024-06-13,176.50765991210938,176.74000549316406,178.50999450683594,176.66000366210938,177.83999633789062,15956900
2024-06-14,178.135498046875,178.3699951171875,178.72999572753906,175.8520050048828,175.8520050048828,12361600
2024-06-17,178.5449676513672,178.77999877929688,179.9199981689453,176.49000549316406,176.97999572753906,15272900
2024-06-18,176.21803283691406,176.4499969482422,178.91000366210938,175.6199951171875,178.7899932861328,15640300
2024-06-20,177.47637939453125,177.7100067138672,178.74000549316406,176.4600067138672,176.7100067138672,16753200
2024-06-21,180.02301025390625,180.25999450683594,182.51199340820312,178.05999755859375,178.49000549316406,59728000
2024-06-24,180.5523223876953,180.7899932861328,182.0800018310547,180.22999572753906,181.27999877929688,18198300
2024-06-25,185.33602905273438,185.5800018310547,185.75,181.10499572753906,181.14500427246094,18917700
2024-06-26,185.1262969970703,185.3699951171875,185.92999267578125,183.99000549316406,184.1999969482422,13375700
2024-06-27,186.61434936523438,186.86000061035156,187.5,185.4499969482422,185.64500427246094,13025700
2024-06-28,183.17886352539062,183.4199981689453,186.5800018310547,183.3249969482422,185.72000122070312,23032400
