timestamp,price
2024-01-01,2279.9410085689606
2024-01-02,2350.0262860085095
2024-01-03,2360.7821195890947
2024-01-04,2211.1708278638766
2024-01-05,2270.977439333732
2024-01-06,2267.087035484658
2024-01-07,2241.5108270042424
2024-01-08,2220.151561688879
2024-01-09,2331.6603294356382
2024-01-10,2341.160624264102
2024-01-11,2588.769163919145
2024-01-12,2618.3298618964914
2024-01-13,2524.5016938912413
2024-01-14,2575.9247354333543
2024-01-15,2477.9374784307734
2024-01-16,2515.3199803936955
2024-01-17,2589.4826316304293
2024-01-18,2528.3287854519394
2024-01-19,2467.3289785137254
2024-01-20,2489.6180646533794
2024-01-21,2470.2636151036777
2024-01-22,2454.909543339834
2024-01-23,2307.5870034987734
2024-01-24,2241.942776155338
2024-01-25,2236.7393130974074
2024-01-26,2219.6145274459245
2024-01-27,2268.8707315074744
2024-01-28,2267.907851752534
2024-01-29,2257.0544646456055
2024-01-30,2314.59472753004
2024-01-31,2344.001400019654
2024-02-01,2282.4858670158414
2024-02-02,2301.737299308667
2024-02-03,2307.4329984830933
2024-02-04,2294.7159248044077
2024-02-05,2290.084492877089
2024-02-06,2298.669906674278
2024-02-07,2372.7608787345252
2024-02-08,2424.0730404652095
2024-02-09,2420.9685614791365
2024-02-10,2487.8508971967804
2024-02-11,2499.4921841564314
2024-02-12,2505.076808453919
2024-02-13,2657.990407976775
2024-02-14,2641.5360974921623
2024-02-15,2780.372974906562
2024-02-16,2826.821475855177
2024-02-17,2807.3717030539606
2024-02-18,2788.561332499608
2024-02-19,2874.945276040071
2024-02-20,2943.723084777655
2024-02-21,3015.438952062055
2024-02-22,2977.0820166829903
2024-02-23,2974.1315861319913
2024-02-24,2926.2859129063513
2024-02-25,2988.317384063568
2024-02-26,3113.4082982877167
2024-02-27,3173.62994683714
2024-02-28,3242.0476538223666
2024-02-29,3380.8039555421246
2024-03-01,3347.6904724233455
2024-03-02,3431.75199772032
2024-03-03,3421.89214692414
2024-03-04,3487.190931866777
2024-03-05,3634.311067557102
2024-03-06,3581.5348849085663
2024-03-07,3822.365818156151
2024-03-08,3861.9009990137733
2024-03-09,3893.6138841967036
2024-03-10,3916.041187699099
2024-03-11,3887.473104733291
2024-03-12,4070.6040749869985
2024-03-13,3978.685771378112
2024-03-14,4007.9121260756656
2024-03-15,3879.038366642958
2024-03-16,3738.381184462065
2024-03-17,3514.222472178163
2024-03-18,3643.280347379834
2024-03-19,3525.8936406700236
2024-03-20,3171.293836639821
2024-03-21,3515.6884318548646
2024-03-22,3493.4304387798707
2024-03-23,3322.891277320318
2024-03-24,3353.371241538487
2024-03-25,3454.257071389558
2024-03-26,3588.493402189288
2024-03-27,3591.5485279028403
2024-03-28,3505.2181161826984
2024-03-29,3560.26151146781
2024-03-30,3516.096057627979
2024-03-31,3507.6606559474685
2024-04-01,3644.767598784896
2024-04-02,3508.2477201085417
2024-04-03,3274.901203544406
2024-04-04,3316.6829546775257
2024-04-05,3332.089836615912
2024-04-06,3320.2815889834437
2024-04-07,3362.838907503287
2024-04-08,3453.4361261792887
2024-04-09,3695.239391141908
2024-04-10,3503.6535996841044
2024-04-11,3539.7630640649413
2024-04-12,3508.5784984486436
2024-04-13,3245.5005926983195
2024-04-14,3022.0057852476043
2024-04-15,3157.683765827796
2024-04-16,3101.190735674771
2024-04-17,3083.7060147660673
2024-04-18,2982.6157347097997
2024-04-19,3064.9115922294277
2024-04-20,3065.682561565907
2024-04-21,3152.1915066519473
2024-04-22,3147.13775429932
2024-04-23,3199.769589894069
2024-04-24,3218.9672686428075
